id,name,account,card,features,news
54,Juliana,"{'id': 61, 'number': '000145', 'agency': '2427', 'balance': 0.0, 'limit': 1000.0}","{'id': 54, 'number': '**** **** **** 7711', 'limit': 3000.0}","[{'id': 26, 'icon': 'string', 'description': 'string'}]","[{'id': 59, 'icon': 'string', 'description': 'string'}, {'id': 330, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 331, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
55,Mariana,"{'id': 62, 'number': '780145', 'agency': '2427', 'balance': 0.0, 'limit': 3000.0}","{'id': 55, 'number': '**** **** **** 8911', 'limit': 5000.0}","[{'id': 27, 'icon': 'string', 'description': 'string'}]","[{'id': 60, 'icon': 'string', 'description': 'string'}, {'id': 332, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 333, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
56,Matheus,"{'id': 63, 'number': '96845', 'agency': '2427', 'balance': 0.0, 'limit': 2000.0}","{'id': 56, 'number': '**** **** **** 5578', 'limit': 3000.0}","[{'id': 28, 'icon': 'string', 'description': 'string'}]","[{'id': 61, 'icon': 'string', 'description': 'string'}, {'id': 334, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 335, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
57,Guido,"{'id': 64, 'number': '11111', 'agency': '00001', 'balance': 0.0, 'limit': 0.0}","{'id': 57, 'number': '**** **** **** 0001', 'limit': 0.0}","[{'id': 29, 'icon': 'string', 'description': 'string'}]","[{'id': 62, 'icon': 'string', 'description': 'string'}, {'id': 336, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 337, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
58,Edson,"{'id': 65, 'number': '00005-5', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 58, 'number': '**** **** **** 1010', 'limit': 1000.0}","[{'id': 30, 'icon': 'string', 'description': 'string'}]","[{'id': 67, 'icon': 'string', 'description': 'string'}, {'id': 338, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 339, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
59,Marcos,"{'id': 66, 'number': '00008-8', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 59, 'number': '**** **** **** 2020', 'limit': 1000.0}","[{'id': 31, 'icon': 'string', 'description': 'string'}]","[{'id': 68, 'icon': 'string', 'description': 'string'}, {'id': 340, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 341, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
60,Vagner,"{'id': 67, 'number': '00009-9', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 60, 'number': '**** **** **** 3030', 'limit': 1000.0}","[{'id': 32, 'icon': 'string', 'description': 'string'}]","[{'id': 69, 'icon': 'string', 'description': 'string'}, {'id': 134, 'icon': '🤑', 'description': None}, {'id': 142, 'icon': '🤑', 'description': None}, {'id': 150, 'icon': '🤑', 'description': 'Vagner, Prepare-se para o longo prazo. Comece a investir.'}, {'id': 158, 'icon': '🤑', 'description': 'Vagner, Comece a investir hoje e mude seu amanhã.'}, {'id': 342, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 343, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
61,Jose,"{'id': 68, 'number': '001010-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 61, 'number': '**** **** **** 5050', 'limit': 1000.0}",[],"[{'id': 344, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 345, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
62,Maria,"{'id': 69, 'number': '002020-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 62, 'number': '**** **** **** 6060', 'limit': 1000.0}",[],"[{'id': 346, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 347, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
63,Vagner,"{'id': 70, 'number': '003030-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 63, 'number': '**** **** **** 7070', 'limit': 1000.0}",[],"[{'id': 348, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 349, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
64,Pipe,"{'id': 71, 'number': '00002-4', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 64, 'number': '1234 1234 1234 4444', 'limit': 1000.0}",[],"[{'id': 350, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 351, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
65,devteste-9997,"{'id': 72, 'number': 'number-9997', 'agency': 'ag-9997', 'balance': 1230.0, 'limit': 1230.0}","{'id': 65, 'number': 'number-card-9997', 'limit': 33330.0}","[{'id': 33, 'icon': 'string', 'description': 'string'}]","[{'id': 70, 'icon': 'string', 'description': 'string'}, {'id': 352, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 353, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
66,devteste-9998,"{'id': 73, 'number': 'number-9998', 'agency': 'ag-9998', 'balance': 1230.0, 'limit': 1230.0}","{'id': 66, 'number': 'number-card-9998', 'limit': 33330.0}","[{'id': 34, 'icon': 'string', 'description': 'string'}]","[{'id': 71, 'icon': 'string', 'description': 'string'}, {'id': 354, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 355, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
67,devteste-9999,"{'id': 74, 'number': 'number-9999', 'agency': 'ag-9999', 'balance': 1230.0, 'limit': 1230.0}","{'id': 67, 'number': 'number-card-9999', 'limit': 33330.0}","[{'id': 35, 'icon': 'string', 'description': 'string'}]","[{'id': 72, 'icon': 'string', 'description': 'string'}, {'id': 356, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 357, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
68,Jálam,"{'id': 75, 'number': '74196-3', 'agency': '4196', 'balance': 0.0, 'limit': 99999.0}","{'id': 68, 'number': '**** **** **** 1879', 'limit': 8000.0}",[],"[{'id': 358, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 359, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
69,Jão,"{'id': 76, 'number': '74196-4', 'agency': '4196', 'balance': 0.0, 'limit': 99999.0}","{'id': 69, 'number': '**** **** **** 1880', 'limit': 8000.0}",[],"[{'id': 360, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 361, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
70,Xico,"{'id': 77, 'number': '74196-5', 'agency': '4196', 'balance': 0.0, 'limit': 99999.0}","{'id': 70, 'number': '**** **** **** 1881', 'limit': 8000.0}",[],"[{'id': 362, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 363, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
71,pata,"{'id': 78, 'number': '321312', 'agency': '24510', 'balance': 0.0, 'limit': 500.0}","{'id': 71, 'number': '354610', 'limit': 200.0}","[{'id': 36, 'icon': 'string', 'description': 'string'}]","[{'id': 73, 'icon': 'string', 'description': 'string'}, {'id': 78, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro'}, {'id': 364, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 365, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
72,peta,"{'id': 79, 'number': '35452', 'agency': '24214', 'balance': 0.0, 'limit': 500.0}","{'id': 72, 'number': '324510', 'limit': 200.0}","[{'id': 37, 'icon': 'string', 'description': 'string'}]","[{'id': 74, 'icon': 'string', 'description': 'string'}, {'id': 79, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Investir é cuidar do seu futuro. Não deixe para depois.'}, {'id': 366, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 367, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
73,pita,"{'id': 80, 'number': '33265222', 'agency': '2420214', 'balance': 0.0, 'limit': 500.0}","{'id': 73, 'number': '336551210', 'limit': 200.0}","[{'id': 38, 'icon': 'string', 'description': 'string'}]","[{'id': 75, 'icon': 'string', 'description': 'string'}, {'id': 80, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro!'}, {'id': 368, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 369, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
74,pota,"{'id': 81, 'number': '3325888', 'agency': '2457554', 'balance': 0.0, 'limit': 500.0}","{'id': 74, 'number': '3111210', 'limit': 200.0}","[{'id': 39, 'icon': 'string', 'description': 'string'}]","[{'id': 76, 'icon': 'string', 'description': 'string'}, {'id': 370, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 371, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
75,puta,"{'id': 82, 'number': '9995888', 'agency': '9957554', 'balance': 0.0, 'limit': 500.0}","{'id': 75, 'number': '999210', 'limit': 200.0}","[{'id': 40, 'icon': 'string', 'description': 'string'}]","[{'id': 77, 'icon': 'string', 'description': 'string'}, {'id': 372, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 373, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
76,Maria,"{'id': 83, 'number': '0093-1', 'agency': '2039', 'balance': 0.0, 'limit': 500.0}","{'id': 76, 'number': '**** **** **** 2111', 'limit': 1000.0}",[],"[{'id': 374, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 375, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
77,Maria,"{'id': 84, 'number': '0193-1', 'agency': '2039', 'balance': 0.0, 'limit': 500.0}","{'id': 77, 'number': '**** **** **** 2311', 'limit': 1000.0}",[],"[{'id': 376, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 377, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
78,Roberta,"{'id': 85, 'number': '0103-1', 'agency': '2039', 'balance': 0.0, 'limit': 500.0}","{'id': 78, 'number': '**** **** **** 2411', 'limit': 1000.0}",[],"[{'id': 378, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 379, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
79,Carla,"{'id': 86, 'number': '0113-1', 'agency': '2039', 'balance': 0.0, 'limit': 500.0}","{'id': 79, 'number': '**** **** **** 2511', 'limit': 1000.0}",[],"[{'id': 380, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 381, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
81,Pyterson,"{'id': 88, 'number': '00001-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 80, 'number': '**** **** **** 555', 'limit': 500.0}",[],"[{'id': 108, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 109, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 382, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 383, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
82,Pip,"{'id': 89, 'number': '00002-3', 'agency': '0002', 'balance': 0.0, 'limit': 500.0}","{'id': 81, 'number': '**** **** **** 1110', 'limit': 1000.0}",[],"[{'id': 110, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 111, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 384, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 385, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
83,Pep,"{'id': 90, 'number': '00004-3', 'agency': '0003', 'balance': 0.0, 'limit': 500.0}","{'id': 82, 'number': '**** **** **** 3330', 'limit': 1000.0}",[],"[{'id': 112, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 113, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teste para a mensagem gerada do chatgpt'}, {'id': 386, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 387, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
84,Vitor Fontenle,"{'id': 91, 'number': '12546665', 'agency': '0216465', 'balance': 0.0, 'limit': 500.0}","{'id': 83, 'number': '1564 4758 4525 2555', 'limit': 1000.0}","[{'id': 41, 'icon': 'string', 'description': 'string'}]","[{'id': 81, 'icon': 'string', 'description': 'string'}, {'id': 388, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 389, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
85,Vitor Fontenle2,"{'id': 92, 'number': '1254665', 'agency': '0216465', 'balance': 0.0, 'limit': 500.0}","{'id': 84, 'number': '1564 4758 4425 2555', 'limit': 1000.0}","[{'id': 42, 'icon': 'string', 'description': 'string'}]","[{'id': 82, 'icon': 'string', 'description': 'string'}, {'id': 390, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 391, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
86,Vitor Fontenle3,"{'id': 93, 'number': '1214665', 'agency': '0216465', 'balance': 0.0, 'limit': 500.0}","{'id': 85, 'number': '1564 4758 4125 2555', 'limit': 1000.0}","[{'id': 43, 'icon': 'string', 'description': 'string'}]","[{'id': 83, 'icon': 'string', 'description': 'string'}, {'id': 392, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 393, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
87,Pyterson Teste,"{'id': 94, 'number': '01000-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 86, 'number': '**** **** **** 1234', 'limit': 1000.0}",[],"[{'id': 215, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje para garantir seu futuro financeiro!'}, {'id': 216, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para um futuro sólido e próspero!'}, {'id': 394, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 395, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
88,Pip Teste,"{'id': 95, 'number': '01000-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 87, 'number': '**** **** **** 1235', 'limit': 1000.0}",[],"[{'id': 217, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no futuro, invista em seu sucesso.'}, {'id': 218, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Descubra o poder dos investimentos e alcance seus objetivos financeiros com Pip Teste!'}, {'id': 396, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 397, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
89,Pep Teste,"{'id': 96, 'number': '01000-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 88, 'number': '**** **** **** 1236', 'limit': 1000.0}",[],"[{'id': 219, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro e conquiste seus objetivos.'}, {'id': 220, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro, Pep Teste. Faça seu dinheiro trabalhar por você!'}, {'id': 398, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 399, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
90,Wilker,"{'id': 97, 'number': '000000000-1', 'agency': '0001', 'balance': 0.0, 'limit': 5000000.0}","{'id': 89, 'number': '**** **** **** 2101', 'limit': 0.0}","[{'id': 44, 'icon': 'string', 'description': 'string'}]","[{'id': 84, 'icon': 'string', 'description': 'string'}, {'id': 400, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 401, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
91,Danillo,"{'id': 98, 'number': '00001-10', 'agency': '9999', 'balance': 0.0, 'limit': 25.0}","{'id': 90, 'number': '**** **** **** 0101', 'limit': 10.0}",[],"[{'id': 402, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 403, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
92,Mark,"{'id': 99, 'number': '00001-11', 'agency': '9999', 'balance': 0.0, 'limit': 250.0}","{'id': 91, 'number': '**** **** **** 1121', 'limit': 100.0}",[],"[{'id': 404, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 405, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
93,Tony,"{'id': 100, 'number': '00001-12', 'agency': '9999', 'balance': 0.0, 'limit': 255.0}","{'id': 92, 'number': '**** **** **** 1122', 'limit': 950.0}",[],"[{'id': 406, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 407, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
94,Márcia,"{'id': 101, 'number': '00001-13', 'agency': '9999', 'balance': 0.0, 'limit': 55.0}","{'id': 93, 'number': '**** **** **** 1123', 'limit': 50.0}",[],"[{'id': 408, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 409, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
95,Donizeti,"{'id': 102, 'number': '00001-14', 'agency': '9999', 'balance': 0.0, 'limit': 555.0}","{'id': 94, 'number': '**** **** **** 1124', 'limit': 505.0}",[],"[{'id': 410, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 411, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
96,Gabriella,"{'id': 103, 'number': '00001-15', 'agency': '9999', 'balance': 0.0, 'limit': 600.0}","{'id': 95, 'number': '**** **** **** 1125', 'limit': 400.0}",[],"[{'id': 412, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 413, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
97,Thaís,"{'id': 104, 'number': '00001-16', 'agency': '9999', 'balance': 0.0, 'limit': 700.0}","{'id': 96, 'number': '**** **** **** 1126', 'limit': 200.0}",[],"[{'id': 414, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 415, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
98,Camylle,"{'id': 105, 'number': '00001-17', 'agency': '9999', 'balance': 0.0, 'limit': 420.0}","{'id': 97, 'number': '**** **** **** 1127', 'limit': 270.0}",[],"[{'id': 416, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 417, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
99,Marcella,"{'id': 106, 'number': '00001-18', 'agency': '9999', 'balance': 0.0, 'limit': 4200.0}","{'id': 98, 'number': '**** **** **** 1128', 'limit': 2700.0}",[],"[{'id': 418, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 419, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
100,Ítalo,"{'id': 107, 'number': '00001-19', 'agency': '9999', 'balance': 0.0, 'limit': 200.0}","{'id': 99, 'number': '**** **** **** 1129', 'limit': 700.0}",[],"[{'id': 420, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 421, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
